"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
244810318,1500320694,16875876,-9255747,3578,0,161,0,0,"ASHA","",36,0,0,0,0,0,"",
205384390,1500321329,31025502,2916015,3291,0,511,0,0,"COLORADO","OT3843",80,120,15,6,7,0,"ANTWERPEN",476667
244750691,1500321571,31430844,2958596,3363,0,511,0,0,"IJVEER 33","PI8218",60,7,14,2,4,18,"NIJKERK ON TOUR",1596
256391000,1500321448,22819366,14105709,1444,0,359,5,9694359,"RED GARNET","9HA3899",81,147,36,7,25,103,"ELEUSIS",478080
229831000,1500321401,32235310,-148220,270,0,144,5,9403906,"NORDIC HENRIETTE","9HA3647",87,73,33,16,1,69,"SALTEND",494144
235118739,1500321512,15669123,-48064299,1549,0,511,0,0,"FEMKE","",0,0,0,0,0,0,"",
230992670,1500321571,36213883,12622913,3531,0,354,0,8915770,"ALFAGELN","OJCV",60,15,37,6,6,0,"",1596
253179000,1500321563,30588854,1113575,2709,1,213,15,9699268,"GIAN LORENZO BERNINI","LXPQ",33,16,44,9,9,34,"CALAIS",1596
257846800,1500321567,35657188,6392545,55,0,181,0,9771432,"BASTO V","LDPB",60,71,71,5,16,40,"MOSS<>HORTEN",273024
412016250,1500321101,23386404,70647030,2618,0,200,5,0,"QI MAO TING 8 HAO","BSUY",31,6,22,3,5,28,"TIAN JIN",201728
367061980,1500321287,24388204,-44457448,2699,16,288,5,7914573,"KIMBERLY TURECAMO","WDC6838",52,9,22,5,5,50,"USNYC",484544
413762199,1500321460,18824479,73003411,2523,1,252,0,0,"YONGTAI999","999",70,86,10,8,8,64,"",0
244670875,1500321531,31144783,2618059,3600,0,511,1,0,"FEHAR","PD3863",90,73,12,5,5,0,"SMEHHAUSEN",341007
244750085,1500321562,31833392,3239394,2705,0,511,15,0,"POOLSTER","PF7996",36,32,4,3,3,0,"",1596
563017480,1500320815,732522,62226635,2580,0,511,0,0,"MARINE UNITY","9V9214",52,11,22,5,5,0,"",0
273447200,1500321494,35936744,18137275,1042,0,511,0,0,"SLV-012","SLV-012",89,15,13,6,2,0,"",
211403060,1500321380,33081590,9087757,1400,1,511,0,0,"JENIFFER","DAFP",36,13,0,1,3,0,"",
366939330,1500321563,19430363,-54527718,2338,1,511,0,0,"W.W.CRUM","WDB7252",31,20,20,14,14,27,"VICKSBURG^2CMS",80222
369567000,1500321567,22662322,-73402977,1217,2,190,0,9275878,"SEA RELIANCE","WEOB",31,154,26,12,11,64,"SFO A9",492062
257071340,1500321496,37688240,4145305,1775,1,511,0,0,"RAGNHILD KRISTINE","LK6829",22,6,9,2,3,0,"",
367695770,1500321335,29171876,-73803226,195,0,511,0,0,"SASSAFRASS","WDI4160",37,13,7,1,4,0,"",
312199000,1500321571,20722704,81216397,579,0,230,1,9115339,"ZE FENG","V3ZK9",70,60,11,5,7,36,"JP- OSA OFF",491840
565544000,1500321565,30768950,2549990,290,34,34,0,9558971,"CHEMICAL MARINER","9V7965",80,120,14,8,13,78,"ANTWERP",494784
563011830,1500321222,774381,62247330,2610,67,511,0,0,"MV. JOLLY ROYAL","",0,0,0,0,0,0,"",
244110692,1500321558,31184747,2411811,2894,89,511,0,0,"MATTHINGE","PE4345",79,100,10,6,6,31,"AMSTERDAM",486531
319005000,1500321490,26197209,-42145458,3100,2,220,5,0,"FIRST LIGHT","ZCTX3",90,12,19,4,2,26,"PORTLAND",455744
244615099,1500321465,31904592,3246228,2667,0,511,5,0,"WINDBRUID","PA2663",69,20,3,3,2,11,"MONNICKENDAM",1596
244890394,1500321561,31455133,2901647,3146,0,511,0,0,"AMAZONE","PC5786",80,25,8,2,4,20,"BREMERHAVEN",586131
577229000,1500320004,26252992,-2899304,926,80,91,0,8611207,"STAD","YJTS3",70,77,12,9,3,41,"BAYONNE",492352
211237730,1500321349,36061888,11953943,3228,0,511,5,1472145,"JOHANN SMIDT","DEFY",36,26,10,6,2,37,"MARIEHAMN",494656
244860382,1500321551,31440015,2939831,2672,0,511,0,0,"SB 35","PI4870",90,10,9,3,3,15,"",1596
477769600,1500321377,18880907,19408369,2609,0,332,1,9708435,"YM WINDOW","VRPF7",70,143,224,21,30,140,"SUEZ",494784
210925000,1500321514,30801466,2566325,20,0,156,5,9313204,"REINBEK","5BSL4",72,159,10,0,27,84,"BEANR",494046
240585000,1500321547,18877050,19381930,1450,1,58,1,9332951,"ANANGEL VISION","SXLT",70,247,42,23,22,179,"EGPSD",494912
431701040,1500321118,16885603,-9252784,0,0,511,0,0,"SHOSHIN MARU N* 82","JMYN",30,25,25,8,2,0,"B 2 A",0
265703010,1500321567,35593469,10823167,3359,0,210,0,8027767,"BAUGE","SDWY",38,6,24,4,5,42,"STOCKHOLM",68096
266042000,1500321359,35628716,10829273,2846,0,20,5,5013052,"ALVA","SDRG",36,37,8,3,3,30,"STOCKSUND",412510
266076000,1500321537,34663884,6970471,494,0,138,0,8918655,"SVANEN","SMFH",30,18,6,3,3,37,"",1596
319077500,1500321461,22757362,14210024,3150,0,27,5,9737981,"DUSUR","ZGEQ2",37,30,20,5,5,35,"ISTANBUL WEST MARINA",631902
257642000,1500321522,36659694,3302667,3577,92,2,0,9683611,"AMPERE","LFEA",69,40,40,19,3,30,"OPPEDAL-LAVIK",1596
230070870,1500321558,39404166,14708915,2667,0,19,0,0,"L151","OH4485",50,12,3,2,2,30,"KEMI-TORNIO PILOT",1596
367166890,1500321492,28577423,-73435045,3600,0,511,0,0,"KINSHIP","",0,0,0,0,0,0,"",
412433780,1500321529,17916050,73308370,1106,0,110,0,0,"WAN XIN 29","",70,55,22,5,7,30,"NEW YORK",807680
235007990,1500321547,30765302,2612385,3113,0,130,5,9229178,"VERITY","MGDL2",90,79,12,9,4,52,"WANDELAAR",489984
413828274,1500321556,18978593,72772538,0,1,0,1,0,"XING HAI 998","0",70,116,16,17,6,46,"YUEYANG",444928
273426110,1500321567,35933508,18126080,3600,0,511,0,6521850,"YURIY LISYANSKIY","UIRX",90,22,42,8,10,59,"SPB",806144
413781825,1500321406,18811736,72910403,1091,0,511,0,0,"YI FENG 688","",70,5,39,4,5,0,"",
413044760,1500320171,18852564,72886560,0,0,0,0,0,"HAIXUN01068","",55,10,16,2,3,0,"",1596
413466860,1500321462,12788286,66247750,884,0,350,5,9592874,"YUE DIAN 59","BYFT",70,159,29,9,23,133,"ZHAN JIANG",492574
338085239,1500321415,27714163,-74313987,3589,0,511,0,5888,"COLUMBIA RESPONDER","",54,7,3,1,2,0,"",0
247275400,1500321171,30542300,-856400,2530,0,298,5,9343170,"GRANDE BENIN","ICEX",70,122,89,14,18,82,"GBBRS>GBSOU",494046
316022801,1500321558,29745090,-76002550,899,64,96,15,0,"MARCO","",0,7,4,2,5,10,"",1596
339904000,1500320867,15666989,-48065310,3600,1023,189,5,0,"M/Y OCTOPUSSY","6YSH5",56,10,34,4,4,0,"WEST PALM BEACH FL",254848
244740894,1500321563,31435316,2933427,3399,0,511,0,0,"HERMAN GRE","PD9472",52,6,12,4,1,21,"",1596
244670122,1500321478,31163370,2898620,2291,78,511,0,0,"ISABELLA","PH6904",80,0,0,0,0,0,"ROTTERDAM",773071
503562100,1500320973,-16323987,91859615,3600,0,511,0,0,"SCAMP","",0,0,0,0,0,0,"",
227174870,1500321519,23876029,1614388,2795,1,511,0,0,"SCARLETT O'HARA","",0,0,0,0,0,0,"",
211437290,1500321568,32124341,5985009,2399,0,511,0,0,"ELBMEILE","DH2272",60,24,6,4,4,18,"HAMBURG",453760
257708500,1500321468,37419636,3335864,3263,1,511,0,0,"GAMLE KVALSTEIN","LHVE",99,19,6,3,4,35,"EXERCISE",291584
413827236,1500321345,18818655,72883853,0,0,0,0,0,"WANHUAINANHUO1678","",70,39,10,5,5,0,"",
250182000,1500321562,30834016,-5762168,676,75,511,0,0,"DUN AN OIR","EI5771",60,6,12,3,3,0,"",0
636016707,1500321395,24153931,73256747,572,0,180,5,9718909,"YANGZE 6","D5HJ6",70,170,29,12,20,85,"BYQ",493696
211286160,1500321502,32125381,5993735,2750,0,511,5,0,"FAIRPLAY VIII","DNCD",90,10,15,2,5,33,"HH SANDTORHAFEN",490304
244670671,1500321200,31107005,3490937,0,0,511,5,0,"MAASSTROOM 7","PG2080",79,16,10,3,4,3,"NIJMEGEN",494814
259199000,1500321560,37483646,3680863,2453,2,66,5,9108324,"HAVOERN","LHGV",70,15,28,4,4,0,"AALESUND",240418
211770100,1500321509,31496318,3046603,1784,0,511,0,0,"MI AMOR","",0,0,0,0,0,0,"",
413303850,1500321233,23390549,70634154,826,0,182,5,0,"RUI YUAN 161","BFAW3",70,60,12,4,11,22,"TIANJIN",485736
227464020,1500321547,27687686,-698869,3435,0,247,0,0,"SHOCKWAVE","FN3825",36,10,1,1,3,0,"",
367510310,1500321546,29108677,-73706141,63,49,511,0,0,"CALYPSO","WDF9929",36,10,4,3,1,0,"",
244670447,1500321557,28552076,4557902,0,0,511,0,0,"JUDI","PD5221",79,85,8,5,4,0,"BASEL",0
538006665,1500321515,21676410,-3227510,840,3,337,1,9327736,"CAPE FRIENDSHIP","V7PU8",70,250,40,26,21,98,"GIBRALTAR",494558
413940426,1500321520,18839791,72954000,0,1,511,0,0,"JIANGJIYUN1228","100200",70,100,8,8,9,0,"",0
367792310,1500321562,18035577,-56082183,2697,61,272,15,0,"KYLIE BROWN","WDJ5894",31,10,17,2,8,30,"",1596
413363930,1500319845,23371318,70647041,1167,0,296,5,0,"TIAN YI 5","BHUW",80,78,19,6,9,38,"TIAN JIN",492160
253136000,1500321563,32374004,5165425,1124,114,116,3,9360714,"MARIEKE","LXMI",33,0,0,0,0,50,"CUXHAVEN",381120
257044840,1500321554,37058558,2926992,1305,0,511,0,0,"ANNJO","LK 6203",30,4,8,2,2,0,"",
258103500,1500321533,42191504,13725124,2770,0,82,0,0,"NORDIC SKY","LK9524",60,10,5,2,3,0,"",478400
564388000,1500321560,710644,62047832,1193,188,119,0,9665621,"THALASSA ELPIDA","9V2231",79,142,226,20,31,131,"LK CMB",486400
257000160,1500321526,35079323,3579751,3077,0,511,0,0,"VAARSOL","",0,0,0,0,0,0,"",
367437680,1500321437,19633428,-70335788,0,0,511,5,0,"FIRST STRING","WCZ6678",60,7,19,2,6,20,"CATALINA",1596
235004387,1500321544,30220558,-2146203,468,0,511,0,0,"CARINYA","MZUI7",37,10,6,4,3,0,"",
232004103,1500321435,22759889,14188821,2832,0,511,0,0,"S/Y YAM","ZNF17",37,15,15,15,15,0,"",
413303230,1500320458,17952700,73346500,2050,0,127,1,9486946,"HONG AN","BFAB4",83,75,25,7,8,46,"ZHOUSHAN",491520
258090930,1500321251,34615056,7062306,3600,0,511,0,0,"SUNSET","LI3458",36,14,1,3,1,0,"",
413993621,1500321484,19153792,72152112,0,0,11,0,0,"LONGXIANG626","",70,35,5,4,4,0,"",1596
257164600,1500321562,35383789,3442391,21,1,30,0,0,"VEKTAREN","LHLM",51,3,16,3,5,0,"",240418
235103349,1500321282,39284187,7324288,1826,0,511,0,0,"SHIPHRAH","",0,0,0,0,0,0,"",
413522480,1500320937,12162218,66138726,2419,14,248,0,0,"HAI KOU LIU HAO","BJCK",60,17,101,18,2,39,"HAIAN",495848
413809727,1500321023,18816630,72901912,0,0,480,0,0,"YIN  XIANG108","",0,0,0,0,0,0,"",
413692080,1500320334,13815071,68106471,2709,0,511,0,0,"  MIN  JIANG 803","0000000",70,41,12,5,4,0,"",
413823634,1500321502,18815660,72875942,0,0,0,5,0,"YUMEISHENG2799","0000",70,50,13,3,8,35,"0000",0
258113490,1500321467,35939076,6357658,1481,1,511,0,0,"CHARMAR","",0,0,0,0,0,0,"",
636015857,1500321518,-12063623,71123985,3490,0,243,1,9563689,"CAPE IRIS","D5DE6",70,252,40,28,17,86,"AU PHE",494494
413906562,1500321322,13856404,68067496,1095,0,511,0,0,"LI JING 2","",0,3,66,9,9,40,"HUANG PU LAO GANG",494494
244020414,1500321543,31662055,3070908,1041,0,511,0,0,"ENERGIZER","PD2927",37,8,6,1,4,0,"",
257702500,1500321459,37869099,4655960,1382,0,511,0,0,"FOSNA NEPTUN","",0,0,0,0,0,0,"",
338142414,1500321537,22721273,-73497738,827,0,511,0,0,"SAUSALITO EMPRESS","WDG4191",37,0,0,0,0,0,"",0
244670582,1500321566,31405339,5093583,3600,0,511,0,0,"ULTIMO","PD6031",79,77,2,9,0,20,"MEPPEL",830400
257040600,1500321483,35910770,3155500,3210,91,320,0,6514936,"NYSAND","LJIE",70,30,18,5,4,0,"DOESJOE",495725
218777000,1500320270,34608484,6393776,1520,3,254,1,9449223,"ANTARES","DFJQ",89,56,23,6,6,46,"SKAGEN PEC-037",487424
413280000,1500321412,22592672,72181387,2999,0,355,5,9435296,"BEI HAI WEI WANG","BPCI",80,207,37,19,23,122,"LONGKOU",487936
413905782,1500321358,13804460,68108700,1936,0,511,0,0,"YANGFAN168","",70,43,5,5,5,0,"",
244810372,1500320169,31080410,2931365,0,0,511,15,0,"COBRA 3 OLIEBESTR.","PA6522",33,1,7,0,2,1,"",1596
413907285,1500321564,12142126,66078853,3600,0,511,0,0,"YUEZHUHAIJUN3322","0000000",70,30,10,6,6,18,"",0
211506890,1500321565,30870581,4060749,1746,0,511,15,0,"BILGENENTOELER 4","DA4858",0,18,7,2,3,19,"DATTELN",1596
205280990,1500321557,30786703,2593029,2639,0,511,10,4327456,"SINJOOR 1","OT2809",33,55,15,11,2,0,"ANTWERP",1596
250003646,1500321484,30890493,-5624578,1514,0,511,0,0,"SABRINA II","EIQR2",70,13,13,4,4,12,"",318912
636017065,1500321351,21145045,71820114,637,0,263,1,9718698,"GREEK SEAS","D5JD3",70,197,32,21,11,135,"RIZHAO,CHINA",455122
244615771,1500321570,31771001,2987134,2939,0,511,8,0,"BEANTRA","PE8277",69,28,8,5,1,2,"LEMMER",1596
413439660,1500321554,17989751,73250659,34,0,511,0,0,"NB PILOT BOAT 25","",50,15,26,6,2,0,"",0
211590980,1500321570,30979885,3968034,1379,0,511,0,0,"RHENUS DATTELN","DB2259",52,0,15,0,9,20,"REGENSBURG",1596
230081740,1500321562,37085288,17296856,1157,0,9,0,0,"L-153","OG8170",60,14,12,8,1,0,"",1596
244710359,1500321548,31520451,3315166,0,0,511,0,0,"ALEXANDER","PB8537",79,55,0,3,3,2,"UTRECHT",86922
273341280,1500321558,35978628,18150841,0,0,511,0,0,"ADVENTURE","ADV",36,16,1,4,0,0,"",
338134237,1500321176,17771768,-56999665,2371,2,511,0,0,"WE'LL SEA","",37,7,7,4,4,0,"",0
257936690,1500321301,35337094,6608836,3137,0,511,0,0,"JA","LG3843",36,11,1,1,2,0,"",0
412428550,1500321030,18803814,72923317,0,0,101,0,412428550,"DAIXIANG","",70,30,10,5,4,30,"NINGBO",358917
244700907,1500321559,30910926,4032834,1890,0,511,0,0,"SPINTORE","PF4316",99,8,12,6,6,18,"DEDUI03900CITYX07820",733784
265788850,1500320390,34569143,7078121,393,1,511,0,0,"ANJO","SF3782",37,10,0,1,2,0,"",
334636000,1500321553,16772554,-49465198,2195,1,6,5,7206770,"DUKE OF TOPSAIL","HQTU3",70,45,27,6,8,35,"TAMPA,FL",477696
367760520,1500321568,24408564,-44407604,2654,1,511,0,8988533,"LOUIS C","WDJ2663",1,0,0,0,0,20,"",1596
311828000,1500321295,20204860,-4565760,2130,3,340,1,9285029,"KUJAWY","C6TX7",79,167,23,13,15,105,"CASABLANCA",472222
563014960,1500321527,785524,62236008,759,0,511,0,0,"SEA DRAGON 9","9V5746",70,5,15,3,3,0,"",
367798880,1500321538,25716467,-42296636,58,61,511,0,0,"TUDO BEM","",0,0,0,0,0,0,"",
257620500,1500321527,40845935,8118855,0,0,511,0,0,"IVERSEN JUNIOR","LK2527",30,3,11,1,4,0,"",
246878000,1500321570,31141447,2629831,2383,0,24,15,9617698,"CORAL ENERGY","PCQG",80,134,21,11,11,55,"NL SCI",494016
230992370,1500321570,39126360,15166948,2465,0,150,0,0,"MT2301","OI4788",90,11,4,4,1,0,"",1596
636092491,1500321250,21425580,-383090,1,0,511,5,9319595,"VEGA HERCULES","D5DU7",70,124,15,7,16,82,"DZORN",480640
413700190,1500321475,13855530,68071780,897,0,104,5,0,"HUA DONG 809","BVLD5",70,144,16,12,10,85,"GUANG ZHOU",494656
257283400,1500321566,36052069,3582086,793,75,77,0,7805203,"HORDALAND","LIBY",60,32,32,7,7,34,"GJ.HAMN-V.OY-AARSNES",1596
211445250,1500321554,31129534,2583688,2067,0,511,0,0,"EILTANK 28","DG5514",99,99,1,5,6,28,"KOELN",357120
311053100,1500321480,21427444,-383982,2279,0,260,5,9530955,"ANGY R","C6ZD5",79,154,32,12,16,105,"DZ ORAN",447872
431101065,1500321567,21119337,83850976,3393,120,339,0,0,"NO8 TOA MARU","JG5745",52,16,22,3,6,34,">JP URAGA P/S",1596
265547220,1500321571,34622808,7163589,3476,0,250,0,0,"ALVSNABBEN 3","SJIW",60,13,19,7,1,0,"STYRSOBOLAGET FERRY",1596
413902622,1500321286,13835780,68050870,1174,0,511,0,0,"YUE GUANGHAI HUO9820","9820",70,40,10,6,5,30,"TAI SHAN",807680
257002810,1500321429,41987147,13983593,522,0,511,0,0,"IDA","LG3277",30,3,7,3,1,0,"",
235031887,1500321441,15574223,-48077005,341,0,9,5,0,"SCRATCH","MKXQ6",0,22,5,4,4,20,"LA_CIOTAT",1596
259257000,1500321498,37484867,3692575,922,0,84,5,9801536,"GODOEY","LECJ",40,15,20,4,7,15,"RUTE HAREID-ALESUND",480384
319026100,1500320998,24323534,8549685,2632,0,351,1,1011446,"CRYSTALADY","ZGBE5",37,35,12,5,4,31,"CAPRI",490304
205534190,1500321373,30838731,2139318,436,0,511,0,0,"DILIS","OT5341",79,69,11,3,5,30,"",815552
518100090,1500321539,41789967,11388904,2748,0,352,5,7311458,"ARCTIC STAR","E5U3035",39,17,12,5,4,36,"72^50.N 33^04.E",411904
230028670,1500321557,36659454,12768439,2586,0,511,3,0,"HECTOR","OJ8882",33,30,11,10,5,15,"",1596
257483000,1500321537,746300,62166500,3180,2,269,5,9545675,"NORSHORE ATLANTIC","LGIH3",90,115,0,14,13,61,"SINGAPORE PWBGB",0
413458890,1500321566,17923454,73347158,274,0,142,0,0,"GANG XING TUO 233","",52,17,23,3,7,48,"ZHOU SHAN",404246
566281000,1500321423,15605792,71688086,1516,0,20,5,9754977,"SUN BRAVE","9V3365",70,107,20,14,5,73,"CN>FOC",494656
257485020,1500320490,41271021,8787222,66,0,511,0,0,"JENNY","",0,0,0,0,0,0,"",
367552440,1500320152,17835703,-57135679,2605,11,15,0,0,"POINT COMFORT","WDG5997",31,8,16,4,6,30,"C",528768
244770199,1500321564,31433658,2963864,3600,0,98,0,0,"NAUTILUS","PD5328",37,7,17,3,2,13,"",0
413410580,1500321566,17994505,73279487,324,0,511,0,0,"JIEHAI89","",70,40,13,4,5,0,"",
257144700,1500321433,35482903,3352716,2009,0,6,5,9599896,"BOKNAFJORD","3YQA",60,65,65,10,10,47,"MORTAVIKA-ARSVAAGEN",240418
219328000,1500321566,33286105,5047811,3401,0,511,15,0,"JETTE KRISTINE","OWIU",30,0,0,0,0,69,"THYBER0N",751808
351325000,1500321298,19154740,72126945,2665,1,511,5,9441740,"POLARIS 3","3EQD5",70,130,17,24,1,59,"CJK P\S",674142
257558800,1500321308,36314005,2926987,1017,0,511,0,0,"BLOM","",0,0,0,0,0,0,"",
244700231,1500321521,31529991,3558991,0,0,511,0,0,"PASSAAT.","PD2810",79,50,13,6,2,1,"  -  .<[^]\\]]:]\[\",1596
258905000,1500321406,41594488,9682147,2660,0,13,1,0,"SEA VOYAGE","LLGV",37,14,2,2,2,20,"ANDENES",478558
215000513,1500321426,22761775,14189838,214,0,511,0,0,"EMOTION","",0,0,0,0,0,0,"",
211510910,1500321571,31848656,5268191,1750,0,511,0,0,"BUNKER SERVICE 4","DA7440",80,33,5,1,6,22,"HAMBURG",1596
244798000,1500321570,31871705,3063630,3440,0,13,15,8911982,"YE79 ANNA-TRIJNTJE","PCRQ",30,30,5,5,5,20,"YERSEKE",0
316006413,1500321204,30290170,-34597758,2173,21,511,0,0,"NEWFOUNDLAND STORM","",0,0,0,0,0,0,"",
304010685,1500321393,31872208,5234526,2796,0,283,5,8503096,"RMS WEDAU","V2BU",79,70,12,6,5,0,"BREMEN",488256
257194000,1500321529,37465216,3765941,2331,0,129,5,9812341,"VANNES","LEJQ",60,33,33,7,7,0,"SEA TRIAL KEEP CLEAR",240418
477013400,1500321520,27801040,18612360,1940,0,102,1,9617466,"SHI ZI SHAN","VRIG4",70,162,27,22,10,70,"NIKOLAEV",492096
308717000,1500321568,22831471,-73395603,2583,121,250,0,9138094,"SHEILA ANN","C6FD2",70,191,34,24,8,85,"SFO,ANCHORAGE9",488576
413585000,1500321296,18819868,72992224,2783,4,176,1,0,"XIN HAI ZHOU 28","BLAJ7",70,135,25,18,6,94,"SHANG HAI",494656
413695890,1500321561,14676301,70839538,2659,0,150,0,0,"QIU JU","",60,10,22,4,3,8,"XIAMEN/ZHANGZHOU",0
259679000,1500321567,39803819,7778380,132,119,14,0,9218351,"VAAGAN","LLDF",65,32,31,7,7,41,"KILBOGHAMN",1596
273290400,1500321568,41406573,19835153,3256,0,511,0,9077020,"CHERNIGOV","UABK",30,24,31,5,5,43,"MURMANSK",492096
219003835,1500321541,33699184,6132746,946,3,0,15,0,"TOEZEN","TOEZEN",36,6,6,2,2,0,"",492928
244660113,1500321560,30807422,2564217,1552,0,511,0,0,"BO","PD2761",79,195,0,5,5,26,"SLUIS VAN KWAAD",496104
563410000,1500321512,30777907,2600454,2536,0,331,5,7342469,"CHL INNOVATOR","9VNG",70,140,36,15,10,71,"ANTWERP",487552
311000433,1500320448,35921584,18128145,2518,0,118,5,8400050,"SILVER PEARL","C6CC5",70,74,21,6,10,52,"SAINT PETERSBURG",493790
227430030,1500320372,23718817,1552426,494,0,511,0,0,"GRAIN DE FOLIE","FAD7866",37,7,5,1,6,0,"",
244830905,1500321402,31662525,3067224,1580,0,511,0,0,"VJ","PH6456",36,4,7,2,2,0,"",
244650577,1500321558,31992214,4164210,135,3,511,0,0,"WILHELMINA ARINA","PG4517",79,0,0,0,0,30,"DELFZIJL",494592
244750006,1500321034,30797222,852380,1445,0,511,0,0,"RIETVAER","PG6663",37,9,4,2,2,0,"",
244650953,1500321246,31133405,3304838,798,64,511,0,0,"KRUIER","PD5839",20,172,0,0,11,0,"MANNHEIM",480030
311040700,1500319920,25512330,-5586036,3025,153,301,0,9441556,"HERITAGE LEADER","C6YP2",70,30,170,1,31,93,"BE ZEE",499968
245955000,1500321570,23870657,-45274428,2337,131,226,0,9420784,"DAMGRACHT","PBOF",70,143,14,13,10,95,"NEW ORLEANS. LA",506496
565241000,1500321484,777280,62354210,2617,0,511,8,9088146,"CLEANSEAS MOKARA","CMS",89,48,16,2,8,20,"SINGAPORE AEPA",178718
266420000,1500321557,31321606,2528786,1195,0,195,1,9428085,"SOLERO","SFAP",80,121,29,10,14,66,"SCHEVENINGEN",488320
378112937,1500321280,23215623,-5649359,2223,0,511,0,0,"PRINCESS VALENTINA","",0,0,0,0,0,0,"",
244660160,1500321530,31107131,2796252,2094,0,511,0,0,"RUBIS","PF4518",89,70,0,3,4,20,"WEMELDINGE",318863
636016808,1500321542,16843999,-8180491,2152,117,214,0,9574999,"ALAED","D5HX5",79,107,15,4,16,66,"CMDLA",520704
237641000,1500321568,22600420,14219750,1580,220,153,0,9204063,"KNOSSOS PALACE","SYQO",69,22,192,15,11,68,"IRAKLEIO",495838
261376000,1500321549,42144947,11698175,76,11,511,0,0,"GEDANIA","SQFW",36,11,12,3,2,0,"",
367706000,1500321563,17712320,-54424670,60,44,5,0,9354296,"MAX CHOUEST","WDD6146",99,12,76,5,15,50,"HOUMA",494336
636092262,1500321558,30769129,2627504,2759,0,271,5,9594470,"MADRID TRADER","A8ZP7",79,163,17,19,9,88,"BE ANT",487744
310233000,1500321446,32133792,5133586,1642,0,151,5,9165360,"OTTAWA EXPRESS","ZCBP5",71,195,50,16,16,73,"BREMERHAVEN",477897
258219500,1500321456,37596089,3809510,293,0,511,0,0,"DYKKERSERVICE1","LG2826",34,5,10,5,5,0,"",
235116536,1500321194,26115314,4168349,2004,1,511,0,0,"ENERGETIC","",0,0,0,0,0,0,"",
412302460,1500321349,23394141,70629167,1555,0,511,0,0,"YI HANG YOU 1","",30,24,12,3,3,0,"",
413324720,1500321281,22592868,72191722,201,0,511,5,0,"LONG GANG TUO 26","",52,10,27,5,6,43,"IONG KOU",642176
367610410,1500321122,15435294,-48139752,3093,0,511,0,0,"MALOLO","",0,0,0,0,0,0,"",
351651000,1500321414,36517450,3018957,3600,1023,166,1,8756576,"WEST ALPHA","HO3234",90,1,69,49,17,250,"SIGYN",310544
245963000,1500321277,31441820,2930980,2822,0,39,5,0,"MANDARINE","PB4868",36,28,0,3,3,25,"AMSTERDAM MARINA",375695
244770173,1500321555,31478897,2888445,0,0,511,0,0,"ANNEMARIE","PD3084",79,55,12,6,2,3,"ZAANDAM <<",175104
225464000,1500320927,26986900,8256039,2129,2,64,1,1008645,"COCO VEINTE","EAOI",37,20,25,5,5,28,"MALLORCA",1596
211575270,1500320884,31263402,1665075,2259,46,511,0,0,"SKYLINE","DH5447",37,8,4,4,0,0,"",
257137400,1500321463,35375289,3603142,2480,0,511,0,0,"STEINVIK","",0,0,0,0,0,0,"",
235071537,1500321561,30220280,-2511050,3370,0,250,0,9533414,"SD NAVIGATOR","2CCG6",52,13,13,5,6,22,"PLYMOUTH",494622
265713550,1500321277,34565661,7129863,1983,1,511,0,0,"RAMSES","SE5674",37,7,4,2,2,0,"",
412451340,1500321366,12019415,66169208,1062,0,511,5,0,"TONG DA 558","BVGC-2",70,0,0,0,0,60,"H K",492992
257110720,1500321554,39933875,7365476,3153,75,511,0,0,"TRAELBOEEN","LK2058",30,3,6,1,2,0,"",
413699470,1500321548,15132233,71387710,3097,0,511,15,0,"FUZHOUGANGTUO6HAO","BVQZ7",50,13,25,6,4,0,"",1596
227476370,1500321422,23740192,1586271,2588,0,511,0,0,"ARMONEE","FJXW",37,13,10,3,2,0,"",
229441000,1500321461,753160,62271500,0,3,32,5,9251846,"MIAMI TRADER","9HA3330",70,0,0,0,0,95,"SINGAPORE",494592
235051546,1500321509,41140123,8948781,0,0,511,0,0,"VELVET LADY","GHBN",36,9,9,3,3,0,"",0
241371000,1500321554,24589169,-5896167,3592,124,2,8,9723289,"MINERVA LEO","SVCD6",89,150,34,21,6,80,"GBIMM",502784
257753790,1500321364,38081654,6535729,1842,0,511,0,0,"FELIX","",0,0,0,0,0,0,"",
367773560,1500321528,15635347,-48077323,2094,0,511,0,0,"UNCORKED","WDJ4013",37,9,6,3,3,0,"",
563294000,1500321360,19225167,72244835,2545,0,232,5,9186209,"IKEBANA","S6BK",70,180,19,23,8,69,"CHENGXI",464000
256758000,1500321536,31185540,2449820,1400,58,137,0,9448176,"SD STINGRAY","9HBT9",52,20,12,6,6,60,"EUROPOORT AREA",67584
367694040,1500321441,23675361,-45625429,1551,67,511,0,0,"RAVEN","WDI3992",36,9,4,2,2,0,"",
244710451,1500321509,31149599,2689824,3600,0,511,0,0,"HAVENDIENST 20","PH3986",52,5,13,4,1,0,"ROTTERDAM",1596
257724600,1500321562,39897485,7250580,3320,0,511,15,0,"TRAENHAVET","LG8762",30,3,9,1,2,0,"",0
413772917,1500321484,19217402,72264788,760,102,511,0,0,"GANDONGGANGHUA168","",82,0,0,0,0,24,"TAICHANG",486208
