"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
370566000,1500321412,19696335,21021431,3600,0,511,0,0,"KERAVNOS I","HO5568",20,22,10,6,6,0,"",
312209000,1500321410,18994662,72749194,2583,0,332,1,9290969,"HONG HAI YANG","V3PN",70,65,15,11,3,54,"CN TAG",492672
368173000,1500321566,23939776,-45079316,2140,2,200,0,9681297,"FISHING CREEK","WDJ3477",52,10,21,5,6,130,"PHILADELPHIA",0
311000414,1500321450,19619680,-70295704,2082,0,309,5,9703057,"DOLE PACIFIC","C6CA2",70,165,25,23,7,90,"SAN DIEGO",491840
311000682,1500321563,16864584,-9234318,1254,131,124,5,9120205,"SIERRA LARA","C6DI3",0,0,0,0,0,48,"LAS PALMAS",470272
272016100,1500321392,28168080,19194839,0,0,511,0,0,"DOKER","EMEE",52,12,24,3,7,0,"",0
367518920,1500320502,24378439,-44522074,2000,0,200,5,9564578,"AMERICAN PHOENIX","WDG2754",80,149,33,16,16,110,"NEW YORK  NY",492318
355523000,1500321344,720419,62206385,1013,0,176,1,9246281,"TSURUSAKI","HOMT",89,282,51,25,35,105,"SGSIN",490624
538071180,1500320717,25972068,3995906,2619,130,261,0,1010648,"SEA RHAPSODY","V7VR9",37,32,33,6,6,38,"NICE",493583
338183996,1500321482,17727092,-57037796,492,0,511,0,0,"LA MAESTRA","",0,12,4,3,2,0,"",0
367335830,1500321566,23830296,-45310500,101,0,297,0,999999999," MADELINE","WDE3220",52,10,13,8,4,46,"BIG STONE ANCH",1596
211585320,1500321392,31474964,2737304,3519,0,511,0,0,"MANWE","DIZO2",36,6,6,0,4,0,"",
412466930,1500321570,12636892,66410793,2341,81,511,0,0,"NAN HONG 8","",70,64,11,6,7,30,"HONG KONG",482752
412468020,1500321366,12014261,66168718,1830,0,325,5,0,"TENG AN BA HAO","",60,10,66,10,5,27,"HAIKOU",494696
257051700,1500321513,35881420,3363717,356,134,36,0,9036040,"HARDINGEN","LEWC",69,42,42,7,8,0,"SKJERSHOLMANE-RANAVI",67649
265737300,1500321507,35336418,6607136,3160,0,511,0,0,"KLIJONI","SFC7241",30,8,2,2,2,0,"",1596
431006049,1500321438,21285748,83790008,3207,0,86,5,9790593,"FUTABA","JD3795",70,18,76,5,9,38,">JP YOK XX SHN/NNX",496414
244810807,1500321531,31418250,2928030,0,0,511,15,0,"STAAL","PE4529",69,7,0,1,1,0,"",1596
431301695,1500320947,20744724,81270698,2696,0,14,5,0,"SUMIFUKU MARU","JL6495",70,63,8,2,10,44,">JP SBK 2",493854
244618000,1500321563,31179347,2487021,3092,103,309,0,5301849,"RIJNDELTA","PHFR",33,90,15,10,8,64,"ROTTERDAM",199360
366971520,1500320874,17873412,-57045590,2995,0,10,0,8992144,"JERRY W.TICHENOR","WDB9187",31,79,13,15,14,96,"CELANESE",699011
257189020,1500321525,39896736,7249764,0,0,511,0,0,"SANNAGUTT","LM2211",30,4,7,2,2,0,"",
316028298,1500321524,29374986,-34765944,2358,1,121,5,8603999,"STEFANIE M","",30,34,15,4,6,50,"FISHING GROUNDS",637696
226009410,1500320402,29313229,1410415,2993,69,511,15,0,"LA PATACHE","FM4126",69,3,57,4,5,0,"",1596
219015321,1500321544,32925236,6615570,874,79,511,0,0,"URSULA","OX2320",50,0,0,0,0,0,"",0
413449140,1500321568,18881680,72874840,3183,73,316,0,0,"XIN FU YUAN 7","BKQI6",80,76,20,8,7,35,"TAI CANG",496000
272043100,1500321571,26454176,13808701,2934,33,511,0,0,"LUKA KAPIKRAYAN","UYIH",79,168,42,15,18,3,"SMEDEREVO",501184
257093940,1500321255,42591933,15617116,1962,0,511,0,0,"ISICA","LK7509",30,5,4,2,3,0,"",
477328800,1500321351,21071040,71648660,562,0,70,5,9615482,"TRANS SPRING","VRJF6",70,163,27,9,23,129,"LANQIAO",492480
244790365,1500321426,31493480,3038975,2220,0,511,0,0,"WINDROSE","",0,0,0,0,0,0,"",
244730153,1500321562,31176633,2466391,395,0,511,0,0,"VEERHAVEN VI","PI3060",99,8,16,6,4,20,"EUROPOORT",330880
370651000,1500321428,18871908,19397754,2958,1,329,1,9741401,"NYK CRANE","H9NL",70,142,222,40,11,153,"SUEZ CANAL TRANSIT",494784
256489000,1500321358,21499020,8809740,2175,71,213,0,8013091,"BALLUTA BAY","9HVQ8",80,68,11,5,8,54,"MALTA BUNKERING",505238
205512890,1500321567,30909940,4032440,3398,0,511,0,0,"ORGANZA","OT5128",79,0,0,0,0,200,"NEUSS",577920
244650363,1500321306,31478272,2761493,0,0,511,15,0,"MAAS 1","PH8164",0,4,13,3,3,255,"",1599
412374820,1500321569,18739512,72894823,3442,0,511,5,0,"SHANGHAIHAO","",70,25,21,5,4,25,"SHANGHAIGANG",0
205628000,1500321551,30751637,2613177,3036,0,235,0,9602124,"TUG 43","ORQN",52,15,15,6,7,62,"ANTWERP",160128
367658310,1500321078,26243960,-42023708,2806,0,294,0,0,"AVALON","WDH8469",37,0,14,0,6,0,"",0
244820000,1500321559,23744245,-45291144,2039,1,255,5,9234434,"BERMUDA ISLANDER","PBDA",72,91,9,4,12,40,"HAMILTON",500096
338132853,1500321557,26191893,-42150220,3568,0,511,0,0,"MOTLEY CREW","",37,4,5,2,2,0,"",
234781000,1500321567,32600847,-3238904,1871,33,186,7,0,"ILLUSTRIS","GFBV",30,0,0,0,0,0,"",0
257075000,1500321564,37929308,4945284,1621,0,206,0,9793650,"GASOE JARL","LDZR",70,22,63,8,9,68,"NORDHEIM/TUSTNA.",490880
245542000,1500321543,30866958,2153433,1650,0,511,7,8810774,"ARM15","PDRE",30,35,10,5,4,52,"VISSENDE",1596
257148000,1500321568,34850215,4075662,2319,0,40,0,9161912,"FFS AMARANTH","LFBJ",52,13,17,5,5,48,"FLEKKEFJORD",488832
257886690,1500321430,40925585,8670058,3464,0,511,0,0,"CIRRUS","",0,0,0,0,0,0,"",
338216777,1500321468,24763056,-43482472,3220,0,511,0,0,"BELLA","",37,13,2,3,3,0,"",
248000588,1500321486,23738336,1584130,1418,0,511,0,0,"TI-COYO","9HB3872",36,30,2,2,6,0,"",
244670648,1500321193,31285299,3713951,2683,0,511,0,0,"DE VIER","PF8822",79,14,0,2,2,10,"ALKMAAR",681410
377907287,1500321460,15472728,-48138123,3600,0,511,5,7396599,"CARIB TRADER II","J8QO3",70,71,12,11,3,35,"MIA,",467584
224296000,1500321563,16692802,-9202548,1861,122,185,0,9297163,"NIVARIA","ECHI",89,78,19,4,10,63,"LA GOMERA",496064
229385000,1500321565,35340402,3452641,2074,5,188,0,9375446,"FALKBERG","9HA3290",70,70,12,7,7,31,"FORUS",495040
367122870,1500321346,22825724,-45915591,83,1,511,0,0,"SELAH","WDD3028",36,10,1,1,2,0,"",
235097312,1500321443,32146796,-35233,1376,14,148,0,0,"RIX CHEETAH","2GGY7",49,10,15,2,5,20,"GRIMSBY",486720
565545000,1500321455,773811,62235918,3250,0,296,5,9422847,"OCEAN LARK","9VBU5",84,89,21,9,9,50,"SINGAPORE PWBGA",494848
367666840,1500321492,28577288,-73434724,3600,0,511,0,0,"SICK DAY","YXB2212",52,16,24,2,8,49,"SEATTLE",240000
235098058,1500321506,30526211,834274,129,108,14,0,9285196,"SENIORITY","2GJZ6",89,8,87,9,9,61,"PETERHEAD",473984
244830647,1500320681,30868773,2151946,3428,1,511,0,0,"LITTLE MERMAID","PI7830",37,4,6,2,2,0,"",
257747800,1500321260,42602905,14339678,1159,0,511,0,0,"POLARSTJERNA","",0,0,0,0,0,0,"",
273331920,1500321561,26458154,23433080,3600,0,242,0,9429479,"KAPITAN AVDYUKOV","UBSF6",52,14,14,7,5,53,"TUAPSE",204864
219000811,1500321564,32930553,6889907,1350,0,169,0,9082635,"M.F.ASKOE","OZAJ",69,10,21,7,4,20,"ASKOE",200128
431402001,1500321568,20490738,81122983,2272,0,265,0,0,"HOSEI MARU NO.3","JD2055",80,46,18,3,7,40,"> JP WAK",492224
510160000,1500321390,783345,62236706,3510,0,511,0,0,"YTC HOPPER 7","",0,0,0,0,0,0,"",
370293000,1500321476,18896991,72831661,881,1,303,5,9336969,"BAO GUO","3ESG5",70,261,39,20,30,120,"LUHUASHAN",490880
257866670,1500321152,35451568,6251383,3600,0,511,0,0,"STELLA","LJ5770",37,9,2,2,2,0,"",
244020533,1500321420,31475198,2736302,3600,0,511,0,0,"BELUGA","PC6666",36,13,0,0,0,0,"",
244670779,1500321099,30532352,2631871,2966,0,41,0,0,"ARENA","PB5702",80,5,105,3,8,20,"BRUSSEL",494261
244020069,1500321568,31532702,3280128,370,70,511,0,0,"FIRST RATE","",0,0,0,0,0,0,"",
212818000,1500321567,21978640,-5201105,2886,146,288,0,9389306,"OPDR  TANGER","5BAH2",71,119,11,11,10,74,"LISBON",496000
308574000,1500321540,33628879,-1488698,2994,0,293,1,9194139,"HILDEGAARD","C6QU3",81,214,34,17,26,116,"DUNBAR ANCHORAGE",392261
564491000,1500320157,21313770,83858660,1780,0,336,5,9354521,"ORIENT SUNSHINE","9V8973",80,150,30,22,10,77,">JP KWS /OFF",490880
235069036,1500321531,31972750,797440,1144,44,123,0,0,"RESOLUTE","MLPD5",30,16,8,4,4,35,"DUDGEON OWF GUARD",487744
261015350,1500321489,32761254,11279837,2066,0,511,0,0,"MEA GALATEA","",0,0,0,0,0,0,"",
242000000,1500321560,18260031,-5785465,3310,1,511,15,0,"HARBOUR MASTER","",10,0,0,0,0,0,"",69632
636017733,1500320080,-4048450,67582040,3050,194,306,0,9532276,"ST ISLAND","D5ML9",70,150,49,11,21,100,"JAKARTA",497024
235090838,1500321552,31991577,-1955820,2650,0,153,0,0,"ICENI DEFIANT","2FFO6",40,10,8,4,2,12,"GWYNT-Y-MOR><MOSTYN",388288
431002093,1500321559,21133550,83828315,1991,0,353,0,0,"SAGAMIMARU","JD3126",52,15,25,3,6,34,">JP YOS",493888
247046400,1500321453,26636601,5323392,1,0,296,1,9245378,"ALESSANDRO F","IBVQ",81,83,17,5,11,67,"GENOUA",494656
244790598,1500321540,29310018,1420598,2476,0,511,0,0,"MISTRAL","",0,0,0,0,0,0,"",
220228000,1500321561,33229011,4997078,1471,29,149,7,0,"KATJA E35","OXEL",30,14,3,3,3,28,"ESBJERG",67584
367787390,1500320158,29230622,-74073331,735,96,344,15,0,"BIG    BLUE","WDJ5410",37,7,6,2,2,15,"BEDWELL HARBOR",494878
319100700,1500321564,22746786,-73407810,2817,0,511,0,0,"AMMONITE","ZGFX5",37,14,10,4,2,25,"SAN FRANCICO",576000
367633730,1500321368,20502023,-71537732,801,0,511,0,0,"TOULONNAISE","WDH6007",0,10,7,1,5,0,"",0
205426590,1500321224,30655125,2603657,0,0,511,0,0,"ALLONSO","OT4265",99,60,10,4,4,1,"BEBOM04005CITYX00030",536930
247616000,1500320047,25686062,6193476,2983,20,296,15,7360681,"MOBY BABY TWO","IBMU",69,0,0,0,0,0,"",0
636016277,1500321473,768259,62259586,1909,0,299,5,9477787,"ARGOS","A8XR9",70,210,50,8,24,114,"SINGAPORE PWBGA",495040
273357280,1500321567,27277239,7339789,3595,0,179,5,9256169,"MODULUS 4","UBBJ2",70,72,18,5,10,46,"MARGHERA",490339
257991800,1500321565,37404040,3413470,0,1,299,1,0,"HUSVAER","LF5313",30,4,7,3,1,12,"",1596
367708090,1500320990,29182510,-73638524,1939,74,511,0,0,"NIMOY IV","",0,0,0,0,0,0,"",
271000673,1500321571,26242100,5870200,110,131,12,0,9242285,"AURETTE A","TCCA8",71,141,15,12,12,79,"TRIPOLI",482688
257247020,1500321521,42402022,14201269,1595,15,511,0,0,"FANGST","",0,0,0,0,0,0,"",
239839000,1500321561,22726016,14127854,2555,2,511,0,6707430,"CAPETAN GIORGIS II","SV4150",83,51,25,4,5,30,"PERAMA",835968
257469820,1500321441,40738741,7826489,837,0,511,0,0,"NIKLAS","LM9510",30,4,6,2,2,0,"",
244690728,1500321569,31314552,2701691,0,0,511,0,0,"BONA SPES 2","PF2791",79,8,10,2,3,2,"ENKHUIZEN!-.    ..:.",402705
211519630,1500321370,31552472,7964151,0,0,511,15,0,"HAVELSTERN","DC3374",69,15,47,5,3,0,"",1596
273336610,1500321398,26810684,22690103,1175,2,2,1,8728218,"ULIKA","UBHF2",80,55,22,7,7,46,"NOVOROSSIYSK",486848
235107349,1500321557,33617807,-1441831,699,84,511,0,0,"MAY QUEEN V","MPBZ2",30,4,7,2,2,0,"",
367587950,1500320822,30487353,-59489,1793,0,511,0,0,"BONFIRE 4","WDG9454",37,7,4,4,0,0,"",
220530000,1500321567,35751233,13813098,2550,123,255,0,9431264,"KIRSTEN MAERSK","OYDH2",80,146,37,8,19,104,"HAMBURG FOR ORDERS",502528
279202538,1500321570,26815032,12573105,2229,0,511,0,0,"LENA","YT2538",80,69,15,4,4,20,"SMEDEREVO",0
249061000,1500321469,819281,62124890,2778,11,63,0,9363144,"MAX KING","9HA4073",70,169,14,13,13,101," PORT KLANG",494400
211230400,1500321449,31865290,5252820,2299,1,261,5,9119634,"REBECCA HAMMANN","DFVI",70,71,11,6,5,44,"BREMEN",490560
304010366,1500321562,33657539,7555086,3132,78,313,0,6617855,"MISTRAL","V2HO",79,56,12,8,3,40,"DK AAL",496064
258087320,1500321256,38423704,6036499,344,0,511,0,0,"TARA","",0,0,0,0,0,0,"",
414281000,1500321227,23950395,71805983,3573,0,1,5,9231315,"TIAN YI 16","BLBM3",70,193,32,10,22,65,"QHD",492800
375154000,1500321545,10824135,-37853432,2507,0,511,0,0,"BLUE ICE","J8Y3676",37,0,0,0,0,0,"",
412018340,1500321535,23386955,70654245,1402,0,511,12,0,"JINYOU 1","BTLH",80,49,15,7,3,32,"TJ",185182
235004140,1500321550,30188113,35543,1641,27,145,0,8410067,"CORNELIS GERT JAN","MQMN9",30,15,10,1,4,41,"FALMOUTH",1596
244030772,1500321553,31128720,2558854,3600,0,511,15,0,"NORDISK","PD3092",33,28,3,5,1,0,"",1596
413377030,1500321514,18908355,72850087,2395,0,285,1,0,"BAO HANG 19","BPLD",70,132,27,16,9,105,"SHANG HAI",492722
477737600,1500321566,29638005,-2429798,603,200,61,0,9704623,"YM WELLNESS","VROO3",74,144,224,31,20,149,"ROTTERDAM",496896
367641230,1500321242,20261700,-70950800,3040,0,219,5,9619684,"MARJORIE C.","WDH6745",79,120,90,16,16,0,"LOS ANGELES, CA",492672
258258480,1500321567,35527320,6561422,2376,0,511,0,0,"RELAX","LA4990",37,10,5,0,5,0,"",
367353110,1500321561,20233000,-70935920,930,6,264,8,9408102,"PELICAN STATE","WDE4433",80,152,31,24,8,86,"LA",492288
412660000,1500321543,17960440,73290970,976,78,99,0,9107564,"DAQING435","BURA",80,144,36,27,5,85,"NING BO",495936
235091165,1500321571,38289300,-32264700,220,1,299,3,9588029,"DISCOVERY","2FGX5",90,54,46,9,9,65,"CA SJF>GB SOU",546181
309362000,1500321402,18707670,17917080,1660,3,82,1,9324722,"DANNY BOY","C6US9",70,143,26,10,17,99,"ALEXANDRIA, EGYPT",490176
529563000,1500321562,786204,62236041,0,0,511,0,0,"JOLLY ROVER","JVHX4",53,10,18,3,4,0,"",
265680450,1500320853,34600241,7107683,38,2,511,0,0,"SHADOW","SBYP",36,11,1,3,1,0,"",
413376930,1500319841,19154879,72122944,862,0,270,5,9617624,"HUA YUAN 6","BPLM",70,160,30,24,8,113,"JIANG YIN",494464
244615188,1500320608,30873515,2536540,1748,14,511,0,3994496,"TYPHOON","PD2082",79,158,15,5,5,1,"MAASTRICHT",414160
211689790,1500321450,31622717,3180004,3600,0,511,0,0,"LIEMUNDAS","DB8618",36,9,1,2,1,0,"",
227463080,1500321408,10204778,-37057216,2498,0,511,0,0,"ABALONE 2","FAE3065",36,0,0,0,0,0,"",
538004961,1500321232,757755,62155813,1383,1,171,1,9002623,"MARINE STAR","V7AC2",80,0,0,0,0,205,"T. PELEPAS",347136
601225300,1500321496,-17924664,18626237,2525,0,511,0,0,"SOUTHERN VENTURE","ZR BN",81,55,15,12,5,0,"",
249631000,1500321564,27949667,18732270,929,87,95,0,9479955,"COREMAR BLU","9HA4322",90,10,28,5,6,42,"NIKOLAEV",494656
412419090,1500321492,18977093,72823584,137,0,13,0,0,"JIEBANG56","",70,40,13,3,5,0,"",
240837000,1500321567,19778220,-70733320,1530,89,153,0,9399507,"MARAN PLATO","SVAL9",80,227,47,16,32,92,"BALBOA PANAMA",516864
413350540,1500321567,21096552,71640408,2827,0,511,5,123456789,"LU_JING","BHMN",70,80,18,8,8,32,"LAN SHAN",486848
413697010,1500321500,16044939,71836713,436,0,302,15,0,"XIANG HE TUO 3","BVBF3",52,14,23,3,7,40,"NINGDE",1596
247065690,1500321569,25462595,6672498,3447,1,511,15,0,"FRIDA","IUXA",30,8,10,1,4,0,"",1596
244770444,1500321568,31833240,3239619,3600,0,511,0,0,"ZUID HOLLAND","PE7224",69,27,5,5,1,13,"",1596
413794466,1500321435,18862009,72896283,3110,58,311,0,0,"HUAIHAIYIDA","000000",70,80,18,7,12,30,"SHANHAI",486144
273155000,1500321569,26837120,22681781,667,0,20,0,8227628,"INZHENER CHITANAVA","UAIC",80,61,16,6,8,53,"NOVOROSSIYSK",352256
334638000,1500321536,784697,62191602,1099,0,511,0,0,"FEI YAN","HQQF4",60,12,8,3,3,15,"WOPL",607248
258100060,1500321476,36228196,3203735,0,0,511,0,0,"SPRAY III","LG6228",37,6,5,2,2,0,"",
259948000,1500321481,705100,62227100,600,1,149,1,9193733,"BW DENISE","LAHW7",84,192,33,17,19,86,"SGSIN",492288
218361000,1500321053,789116,62605253,2327,177,234,0,9450399,"PRAGUE EXPRESS","DGZR2",70,249,86,16,26,96,"THLCH",487616
266011000,1500321545,33334116,8614816,3429,0,511,7,0,"WESTERO","SMZN",30,25,10,3,3,0,"FISHING",0
413371460,1500320809,18821224,73024860,2932,0,511,5,0,"ZHONGHAITUO2","BPHZ",52,23,13,6,4,38,"CHANG XINEO",343262
265550940,1500321506,35015962,6747346,575,0,511,0,0,"SVAJ","SC5357",36,8,3,2,1,0,"",
211518440,1500321570,30551722,8445875,3600,0,511,0,0,"PFAFFENSTEIN","DC9644",69,3,11,3,1,0,"FAEHRE/PENDELV.",1596
311082000,1500321566,26760330,8130780,1504,207,149,0,9195157,"NORWEGIAN STAR","C6FR3",60,40,255,16,16,86,"DUBROVNIK",496192
576967000,1500321563,18629650,73348340,2727,70,270,0,9405631,"SUN LAUREL","YJSU6",87,86,18,12,4,71,"JIANGYIN_CN",496640
440341000,1500321002,21216943,83930830,2503,0,89,5,8904795,"YUTAKA","DSOU3",70,62,14,7,5,30,"> JP.KZU/E.WA",490368
246837000,1500321490,31135280,2669460,160,1,106,5,9592563,"REESTBORG","PCSH",70,158,12,9,11,60,"ROTTERDAM",488896
345050032,1500321495,17749769,-54358629,2806,0,511,0,9214630,"HOS HAWKE","XCRE6",90,10,50,7,7,48,"HOUMA LA",248576
357238000,1500321443,26827967,22701606,2559,1,511,5,8019887,"VARYAG","3FDO9",70,90,25,11,7,48,"NOVOROSSIYSK",487936
244730166,1500321494,31475374,3023709,3600,0,511,5,0,"CARPE DIEM","PD2047",69,22,1,2,4,12,"",310336
338211187,1500321396,23300017,-46226050,1317,0,511,0,0,"ATLAS  SHRUGGED","",0,0,0,0,0,0,"",
367162940,1500320337,17854180,-57056580,2898,11,309,0,0,"SAN JACINTO","WDD5743",57,6,10,5,2,24,"KIRBY DEZAVALA FLT",236317
244020271,1500321344,31622046,3177486,1115,0,511,0,0,"NORALEIN","",0,0,0,0,0,0,"",
235067709,1500321477,32798996,-3402548,0,0,511,0,0,"INISHOWEN AIR 2","2BNL4",37,5,7,2,2,0,"",
267210117,1500321568,28814378,10353226,1399,82,511,1,0,"RUBIKON 8","OMFM",89,70,15,7,2,24,"DUNATAR",492608
244710827,1500321555,31128204,2543510,0,0,511,15,0,"HYDRA","PB8882",79,71,3,7,3,0,"AB",1596
205457590,1500321570,31441550,2863545,2720,0,511,0,4194304,"THALYS","OT4575",80,133,2,9,9,0,"",0
373107000,1500321141,27321490,-73605840,3210,0,146,5,9514121,"BALTIC K","3FLX8",70,161,29,12,21,69,"US PDX",492288
413839000,1500321553,18804238,73008093,2996,112,302,0,0,"ZHONG CHANG 118","BYCL",70,155,31,12,18,113,"JIANG DU",496704
247063250,1500321567,26308242,6096100,2884,32,511,15,0,"GIAGUARO","",99,10,11,4,1,0,"",1596
316003351,1500321534,29370126,-75333840,3600,0,511,0,0,"VIKING FISHER","",0,3,18,4,2,0,"",0
211769510,1500321321,31767361,3242064,2518,0,511,0,0,"LITTLE TOY","DHXK2",97,8,8,2,3,0,"",
277504000,1500321563,33529992,9870530,929,168,94,0,9350680,"ATHENA SEAWAYS","LYAC",62,15,184,13,13,55,"KLAIPEDA LITHUANIA",496000
219563000,1500321464,33285498,5047549,2267,0,511,5,8415768,"MAERSK GIANT","OU2465",56,30,52,35,17,83,"SIRI",294080
253343000,1500321566,22106600,1880300,230,122,26,0,8912388,"MARFRET NIOLON","LXNR",70,106,18,12,8,55,"DJEN DJEN",496128
246084000,1500321563,33627604,7613260,0,0,511,0,9097264,"ZUIDERZEE","PIYX",36,31,9,6,1,24,"DRAGOR",502464
413794148,1500321568,18882394,73068525,0,0,511,0,0,"HAILONG9988","",70,9,40,4,5,85,"PORT HEDLAND",676254
227006670,1500321533,26011610,3194410,1297,0,511,0,9192595,"MISTRAL 9","FW8958",52,15,15,5,5,50,"SAUMATY",0
566517000,1500321503,32818550,-606900,2860,0,286,1,9577991,"JS CAESAR","9V9993",80,81,19,9,9,54,"TEESPORT",494848
257107000,1500321492,36371256,2914339,3270,1,161,5,9210983,"AJAX ___","LLEO",52,18,24,9,7,72,"STURE FEDJE STURE",308544
303294000,1500321564,23216568,-75518665,3019,123,305,0,9244661,"ALASKAN EXPLORER","WDB9918",80,240,47,19,31,130,"PORT ANGELES",499072
257290420,1500321487,41345320,9043310,831,0,511,0,0,"FALKEN","",0,0,0,0,0,0,"",
372561000,1500321565,20159680,-70994770,830,108,85,0,9323522,"HYUNDAI JAKARTA","3EJM4",70,226,78,25,15,126,"LOS ANGELES",501056
228092600,1500321570,36319210,2928333,3416,0,341,5,7608708,"POLARFRONT","FJYK",90,25,29,5,5,44,"BOULOGNE",515579
564803000,1500321523,-17926680,18617390,2170,1,201,5,9444273,"MOL PRESENCE","9V8990",70,220,73,28,12,120,"ZADUR",491870
241484000,1500321569,22821678,14108318,2607,0,275,0,9586540,"DIONYSIOS Z","SVA7578",52,15,25,2,6,46,"ORDERS",414656
538070983,1500321403,15636515,-48080822,1779,0,90,5,0,"GUSTO","V7DX6",37,13,13,2,4,0,"FORT LAUDERDALE",1596
244060223,1500321507,31145880,2699052,0,0,511,0,0,"THREE POINT 4","PC6003",37,20,6,2,4,27,"",1596
367600830,1500321571,19633892,-70336112,3600,0,511,0,0,"LEGEND","WDH2751",60,0,0,0,0,0,"",67584
244660608,1500321531,31182629,2782142,772,72,511,1,0,"COTRANS 5","PG3762",79,61,12,3,5,29,"KRIMPEN",337012
367479520,1500321458,15468645,-48108106,2439,0,511,5,7395387,"BOCA GRANDE","WDF6948",57,5,15,4,4,30,"MIAMI",152650
235105315,1500321564,31082957,618646,2685,0,511,5,0,"OCEAN WARRIOR","2HOJ9",40,6,12,3,3,12,"B'SEA<>GUNFLEET SAND",494110
244690942,1500321502,31138140,2688432,604,0,511,0,0,"ZWARTE ZEE","PH8406",79,69,11,2,6,0,"0",133120
310562000,1500321570,16844410,-8986450,643,90,55,0,9333175,"VENTURA","ZCDT2",60,41,248,18,18,86,"ES ACE",496000
205371190,1500321566,30873330,2209656,1940,0,511,0,205371190,"JO","OT3711",80,80,0,4,5,23,"VLISSINGEN  BU",488002
244660392,1500321569,30751828,2623952,1976,1,511,0,0,"RON HUMBOLDT","PE2537",80,0,8,4,0,26,"BEAAA00011DOCKX00020",494551
538004766,1500321565,26588800,5097560,450,0,235,0,9267857,"DOGAN BEY","V7YY6",79,93,23,5,15,82,"THESSALONIKI",508672
244700467,1500321570,31151733,2664903,1850,0,511,13,0,"MAASSTAD","PI3588",79,55,10,3,4,0,"ROTTERDAM EO",793672
266359000,1500321103,35280395,6699135,0,0,511,0,0,"SD562 KRAGERO","SIMW",30,9,6,3,3,0,"",
352654000,1500321521,21263361,83831496,1413,1,345,1,9614397,"APOLLO LEADER","3FEF6",70,107,17,8,11,46,"JP YKH Y-1",490511
413963173,1500321532,18761770,73165304,0,1,511,0,0,"HU SONG LON YANG 1","",70,14,15,4,4,0,"",
261000380,1500321556,32714251,11129846,17,1,511,0,0,"PILOT-5","SPG2326",50,7,8,2,2,0,"",0
412328670,1500321570,23233241,73102518,3427,153,347,0,0,"SHENGSHENG1","BBIS6",60,20,100,12,8,49,"WEIHAI---DALIAN",494947
247938000,1500321527,24131600,855479,2095,82,511,0,0,"ORSA MAGGIORE","IAOM",36,8,20,3,3,0,"",
563041389,1500321420,785370,62235949,3600,0,511,0,0,"JOLLY RANGER","",37,5,5,5,5,0,"",
259885000,1500321474,29508581,-73750850,372,0,19,5,9103130,"STAR HARMONIA","LAGB5",70,176,22,16,15,95,"CANWE",485632
309906000,1500320546,25685740,3422700,1111,131,110,0,9304033,"FREEDOM OF THE SEAS","C6UZ7",60,47,292,19,19,90,"VILLEFRANCHE",495902
220263000,1500321566,22080700,756000,2612,215,262,0,9260469,"ALBERT MAERSK","OUOW2",71,249,103,21,22,131,"NEWARK",510464
339317000,1500321568,15667457,-48065182,2200,0,185,0,9464120,"AMARULA SUN","6YRR3",37,20,30,5,5,25,"NASSAU",808020
256076000,1500320051,24173122,-5969339,2,136,0,0,9379325,"INDIAN POINT","9HA3805",80,153,30,15,17,86,"BROFJORDEN,SWEDEN",504256
211583940,1500321477,32959634,6499741,0,0,357,1,0,"SCHUEDDELFROST","DK6897",36,6,6,2,2,22,"",494841
412764530,1500320073,17873438,73308352,951,0,119,0,0,"RUI  CHANG  12","",90,130,36,8,6,0,"",0
257124800,1500321407,40803073,7921728,2166,0,511,0,0,"NORDTINN","",0,0,0,0,0,0,"",
219615000,1500321383,33271000,5077300,2470,1,292,5,9670793,"WIND SERVER","OWLB2",90,12,66,15,17,53,"DKEBJ",477440
413994562,1500321477,18805214,72928386,1019,0,101,0,0,"SHEN_RAN_23","",80,50,10,7,7,0,"",
367401030,1500321566,22681708,-73438531,1942,0,52,0,0,"DELTA BILLIE","WDE8059",31,15,15,5,7,55,"SAN FRANCICO",1596
243042401,1500321121,28536968,11442119,173,0,511,5,0,"POSEIDON","HGD2401",33,7,6,2,5,10,"BUDAPEST",445696
257892770,1500321503,35016147,6748530,1435,0,511,0,0,"BLAAST","LG4011",36,10,0,1,3,0,"",
205407090,1500321564,30725906,2283722,3600,0,511,0,0,"FLOR","OT4070",79,34,5,4,1,25,"GENT>,",391931
412066000,1500321535,22600260,72102660,1220,0,224,1,9617571,"SAN DING CHANG LE","BRYQ",80,193,35,24,8,80,"CAOFEIDIAN",496128
352630000,1500321493,29235910,-74132383,2229,0,315,1,9446611,"ORANGE TIGER","3FXI7",70,254,38,30,15,100,"CAROB",471616
413789738,1500321221,18819622,72888170,2566,41,256,0,0,"LONGXIN818","",70,35,15,5,5,0,"",
244750909,1500321537,30837674,2139513,2589,0,511,0,0,"FESTIJN","PC6385",69,20,7,2,3,14,"BRESKENS",1596
477771300,1500321491,17929055,73330541,1356,1,199,1,9602629,"BRIGHTOIL GRAVITY","VRKW3",80,276,57,26,34,110,"ZHOUSHAN",485632
413827000,1500321511,29580395,-73932460,1752,1,281,1,9558074,"ZHONG TENG HAI","BQAV",70,249,43,27,18,111,"ROBERTS BANK",492800
